,Unnamed: 0,movieId,title,budget,revenue,runtime,release_date,vote_average_tmdb,vote_count_tmdb,mean_rating,num_votes,std_rating,all_tags,release_year,super_genre
25,25,26,Othello (1995),11000000.0,2800000.0,123.0,1995-12-15,6.3,148.0,3.5,13.0,0.6123724356957942,Shakespeare,1995.0,4.0
26,26,27,Now and Then (1995),12000000.0,27400000.0,100.0,1995-10-20,6.885,466.0,3.333333333333333,9.0,1.1989578808281798,,1995.0,1.0
27,27,28,Persuasion (1995),1500000.0,5269757.0,104.0,1995-05-01,7.132,140.0,4.227272727272728,11.0,0.7862453931068965,In Netflix queue Jane Austen,1995.0,4.0
28,28,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",18000000.0,1738611.0,112.0,1995-05-17,7.236,1184.0,4.0131578947368425,38.0,0.8259870598526934,kidnapping,1995.0,1.0
29,29,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),2300000.0,0.0,108.0,1995-09-14,6.8,105.0,3.0,3.0,1.7320508075688772,,1995.0,4.0
30,30,31,Dangerous Minds (1995),23000000.0,179519401.0,99.0,1995-08-11,6.959,1229.0,3.1842105263157894,38.0,0.9892739122203292,high school teacher,1995.0,4.0
31,31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),29000000.0,168841459.0,130.0,1995-12-29,7.603,8899.0,3.983050847457627,177.0,0.7903866737178423,time travel time travel Brad Pitt Bruce Willis mindfuck Post apocalyptic post-apocalyptic remake time travel twist ending,1995.0,3.0
32,32,34,Babe (1995),30000000.0,254100000.0,91.0,1995-07-18,6.257,3055.0,3.65234375,128.0,1.0415739788159346,Animal movie pigs villain nonexistent or not needed for good story,1995.0,1.0
33,33,36,Dead Man Walking (1995),11000000.0,39363635.0,122.0,1995-12-29,7.32,1459.0,3.835820895522388,67.0,0.943028887461601,death penalty Nun,1995.0,4.0
34,34,38,It Takes Two (1995),19474589.0,19474589.0,101.0,1995-11-17,6.492,949.0,2.125,4.0,0.8539125638299665,twins,1995.0,1.0
35,35,39,Clueless (1995),12000000.0,56631572.0,98.0,1995-07-19,7.256,4702.0,3.293269230769231,104.0,1.0371979076466489,chick flick funny Paul Rudd quotable seen more than once Emma Jane Austen,1995.0,1.0
36,36,40,"Cry, the Beloved Country (1995)",0.0,676525.0,116.0,1995-12-15,6.7,26.0,4.25,2.0,1.0606601717798212,In Netflix queue South Africa,1995.0,4.0
37,37,41,Richard III (1995),0.0,2748518.0,104.0,1995-12-29,6.725,191.0,3.7,15.0,0.6761234037828133,Shakespeare,1995.0,4.0
38,38,42,Dead Presidents (1995),10000000.0,24100000.0,119.0,1995-09-29,6.663,312.0,3.0,7.0,0.816496580927726,,1995.0,4.0
39,39,43,Restoration (1995),19000000.0,4005941.0,117.0,1995-12-29,6.05,129.0,3.1875,8.0,0.6512350903146595,England,1995.0,4.0
40,40,44,Mortal Kombat (1995),18000000.0,122195920.0,102.0,1995-08-18,5.877,2448.0,2.5434782608695654,46.0,1.0843640581594445,,1995.0,1.0
41,41,45,To Die For (1995),20000000.0,21300000.0,102.0,1995-09-22,6.6,856.0,3.3125,32.0,0.8303710791159927,Journalism,1995.0,1.0
42,42,46,How to Make an American Quilt (1995),10000000.0,41200020.0,117.0,1995-10-06,6.39,191.0,3.066666666666667,15.0,1.178174536346478,wedding,1995.0,4.0
43,43,47,Seven (a.k.a. Se7en) (1995),33000000.0,327311859.0,130.0,1995-09-22,8.379,22555.0,3.975369458128079,203.0,0.9224291201153796,mystery twist ending serial killer,1995.0,3.0
44,44,48,Pocahontas (1995),55000000.0,346079773.0,82.0,1995-06-16,6.911,5974.0,3.147058823529412,68.0,1.0546939271988995,,1995.0,1.0
45,45,49,When Night Is Falling (1995),0.0,0.0,94.0,1995-02-01,6.261,88.0,3.0,1.0,,,1995.0,4.0
46,46,50,"Usual Suspects, The (1995)",6000000.0,23300000.0,106.0,1995-07-19,8.171,11123.0,4.237745098039215,204.0,0.8009211530017211,mindfuck suspense thriller tricky twist ending heist,1995.0,3.0
47,47,52,Mighty Aphrodite (1995),15000000.0,26000000.0,94.0,1995-09-13,6.715,729.0,3.4642857142857144,28.0,0.8705954904182011,adoption prostitution,1995.0,1.0
48,48,53,Lamerica (1994),0.0,0.0,112.0,1994-09-09,7.1,62.0,5.0,2.0,0.0,,1994.0,1.0
49,49,54,"Big Green, The (1995)",0.0,0.0,99.0,1995-09-29,5.6,195.0,2.333333333333333,3.0,1.5275252316519468,,1995.0,1.0
50,50,55,Georgia (1995),0.0,1110974.0,118.0,1995-05-19,5.7,46.0,4.0,1.0,,,1995.0,4.0
51,51,57,Home for the Holidays (1995),20000000.0,22119269.0,105.0,1995-11-02,6.2,187.0,3.0625,8.0,0.8634441002668987,,1995.0,4.0
52,52,58,"Postman, The (Postino, Il) (1994)",3000000.0,33000000.0,108.0,1994-09-22,7.9,1194.0,4.027027027027027,37.0,0.9200388423710552,writing,1994.0,1.0
53,53,60,"Indian in the Cupboard, The (1995)",45000000.0,35700000.0,96.0,1995-07-14,6.458,661.0,3.235294117647059,34.0,1.0242165824878726,,1995.0,1.0
54,54,61,Eye for an Eye (1996),20000000.0,26877589.0,101.0,1996-01-12,6.208,448.0,3.75,6.0,0.8803408430829505,,1996.0,3.0
55,55,62,Mr. Holland's Opus (1995),31000000.0,106300000.0,143.0,1995-12-29,6.954,441.0,3.70625,80.0,1.0484882124495103,music,1995.0,4.0
56,56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),3800000.0,20100000.0,85.0,1996-01-12,7.0,1438.0,2.7142857142857144,7.0,1.14953406710222,,1996.0,1.0
57,57,64,Two if by Sea (1996),0.0,10658278.0,96.0,1996-01-12,4.9,97.0,2.2,5.0,0.8366600265340756,,1996.0,1.0
58,58,65,Bio-Dome (1996),8500000.0,13400000.0,88.0,1996-01-12,4.519,393.0,2.532258064516129,31.0,1.0562156019721836,,1996.0,1.0
59,59,66,Lawnmower Man 2: Beyond Cyberspace (1996),15000000.0,2409225.0,93.0,1996-01-12,3.289,168.0,2.5,9.0,1.118033988749895,,1996.0,5.0
60,60,68,French Twist (Gazon maudit) (1995),0.0,0.0,105.0,1995-01-18,6.057,318.0,3.4,5.0,1.140175425099138,,1995.0,1.0
61,61,69,Friday (1995),3500000.0,28215918.0,87.0,1995-04-26,7.1,1949.0,3.775,20.0,0.89552983434977,,1995.0,1.0
62,62,70,From Dusk Till Dawn (1996),19000000.0,25800000.0,107.0,1996-01-19,7.036,6332.0,3.5090909090909093,55.0,1.0160330862345146,,1996.0,3.0
63,63,71,Fair Game (1995),50000000.0,11500000.0,90.0,1995-11-03,5.12,329.0,1.7,5.0,0.4472135954999579,,1995.0,5.0
64,64,72,Kicking and Screaming (1995),0.0,718490.0,96.0,1995-10-06,6.177,232.0,3.2142857142857144,7.0,1.2863754913562,,1995.0,1.0
65,65,73,"Misérables, Les (1995)",0.0,0.0,175.0,1995-03-22,6.7,83.0,3.4615384615384617,13.0,0.6910601294852007,,1995.0,4.0
66,66,74,Bed of Roses (1996),0.0,19030691.0,87.0,1996-01-26,5.847,121.0,4.0,8.0,0.7559289460184544,,1996.0,4.0
67,67,75,Big Bully (1996),15000000.0,2042530.0,90.0,1996-01-26,4.6,77.0,2.2,5.0,1.0954451150103324,,1996.0,1.0
68,68,76,Screamers (1995),20000000.0,5781885.0,108.0,1995-09-08,6.224,585.0,3.4,15.0,1.1982129550769702,,1995.0,5.0
69,69,77,Nico Icon (1995),0.0,0.0,70.0,1995-09-08,7.5,10.0,4.0,1.0,,,1995.0,
70,70,78,"Crossing Guard, The (1995)",0.0,0.0,111.0,1995-01-26,6.0,282.0,3.333333333333333,3.0,0.5773502691896258,,1995.0,4.0
71,71,79,"Juror, The (1996)",44000000.0,22754725.0,125.0,1996-02-02,5.671,427.0,2.764705882352941,17.0,1.200490095997562,,1996.0,3.0
72,72,80,"White Balloon, The (Badkonake sefid) (1995)",0.0,0.0,85.0,1995-01-02,7.5,102.0,4.0,2.0,0.0,,1995.0,1.0
73,73,81,Things to Do in Denver When You're Dead (1995),8000000.0,529766.0,116.0,1995-12-01,6.5,415.0,3.107142857142857,14.0,0.7640623068776583,,1995.0,4.0
74,74,82,Antonia's Line (Antonia) (1995),900000.0,0.0,102.0,1995-09-21,6.904,140.0,3.875,8.0,1.4820352800890308,,1995.0,1.0
75,75,83,Once Upon a Time... When We Were Colored (1995),0.0,0.0,115.0,1996-01-26,3.6,5.0,3.0,1.0,,,1996.0,4.0
76,76,85,Angels and Insects (1995),0.0,0.0,118.0,1995-09-10,6.134,56.0,3.857142857142857,7.0,1.5735915849388864,,1995.0,4.0
77,77,86,White Squall (1996),38000000.0,10300000.0,125.0,1996-02-02,6.258,392.0,3.966666666666667,15.0,0.7668736780560658,,1996.0,1.0
78,78,87,Dunston Checks In (1996),16000000.0,0.0,84.0,1996-01-12,5.369,241.0,2.5,7.0,0.957427107756338,,1996.0,1.0
79,79,88,Black Sheep (1996),32400000.0,32000000.0,87.0,1996-02-01,6.072,445.0,3.15625,16.0,1.1792476415070754,,1996.0,1.0
80,80,89,Nick of Time (1995),33000000.0,8175346.0,90.0,1995-11-22,6.232,777.0,3.25,10.0,0.754615428178118,,1995.0,3.0
81,81,92,Mary Reilly (1996),47000000.0,12379402.0,108.0,1996-02-23,5.757,336.0,2.625,8.0,1.0264362759428507,Jekyll and Hyde,1996.0,3.0
82,82,93,Vampire in Brooklyn (1995),14000000.0,19800000.0,96.0,1995-10-26,5.08,619.0,2.833333333333333,9.0,1.0307764064044151,,1995.0,1.0
83,83,94,Beautiful Girls (1996),16000000.0,27000000.0,112.0,1996-02-09,6.636,389.0,3.95,10.0,0.4972144630058766,,1996.0,1.0
84,84,95,Broken Arrow (1996),50000000.0,150300000.0,108.0,1996-02-09,6.062,1622.0,3.023809523809524,84.0,1.0146658358604672,,1996.0,1.0
85,85,96,In the Bleak Midwinter (1995),0.0,0.0,99.0,1995-09-29,7.1,42.0,3.5,1.0,,theater,1995.0,1.0
86,86,97,"Hate (Haine, La) (1995)",2600000.0,15300000.0,98.0,1995-05-31,8.1,4417.0,3.9,10.0,0.7378647873726218,,1995.0,4.0
87,87,99,Heidi Fleiss: Hollywood Madam (1995),0.0,0.0,106.0,1995-12-27,6.6,14.0,5.0,2.0,0.0,,1995.0,
88,88,100,City Hall (1996),40000000.0,33440204.0,111.0,1996-02-16,5.9,308.0,2.7857142857142856,14.0,0.699293206753068,,1996.0,3.0
89,89,101,Bottle Rocket (1996),7000000.0,1040879.0,91.0,1996-02-21,6.7,1148.0,3.782608695652174,23.0,1.0425720702853738,crime off-beat comedy quirky,1996.0,1.0
90,90,102,Mr. Wrong (1996),0.0,0.0,96.0,1996-02-16,3.952,63.0,2.4,5.0,1.949358868961793,,1996.0,1.0
91,91,103,Unforgettable (1996),18000000.0,0.0,117.0,1996-02-23,5.598,112.0,3.0,3.0,0.0,,1996.0,3.0
92,92,104,Happy Gilmore (1996),12000000.0,41422354.0,88.0,1996-02-16,6.673,3221.0,3.4393939393939394,99.0,0.9930182995434678,test tag golf Adam Sandler,1996.0,1.0
93,93,105,"Bridges of Madison County, The (1995)",24000000.0,182000000.0,135.0,1995-06-02,7.705,2315.0,3.282608695652174,23.0,0.8504823091062899,,1995.0,4.0
94,94,106,Nobody Loves Me (Keiner liebt mich) (1994),0.0,0.0,104.0,1994-11-07,6.157,35.0,4.0,1.0,,,1994.0,1.0
95,95,107,Muppet Treasure Island (1996),31000000.0,34327766.0,99.0,1996-02-16,6.7,448.0,3.326923076923077,26.0,0.9267395285872692,muppets,1996.0,1.0
96,96,108,Catwalk (1996),0.0,0.0,95.0,1995-12-08,7.5,8.0,4.0,1.0,,,1995.0,
97,97,110,Braveheart (1995),72000000.0,213216216.0,178.0,1995-05-24,7.941,10848.0,4.031645569620253,237.0,0.9677263634544532,beautiful scenery epic historical inspirational Medieval mel gibson Oscar (Best Cinematography) revenge sword fight Scotland,1995.0,4.0
98,98,111,Taxi Driver (1976),1900000.0,28579636.0,115.0,1976-02-09,8.13,13140.0,4.105769230769231,104.0,0.8204695462511792,assassination,1976.0,4.0
99,99,112,Rumble in the Bronx (Hont faan kui) (1995),7500000.0,76028558.0,98.0,1995-01-21,6.82,1120.0,3.5434782608695654,46.0,0.929910909451496,,1995.0,1.0
100,100,113,Before and After (1996),35000000.0,8797839.0,101.0,1996-02-23,5.9,205.0,3.333333333333333,3.0,0.5773502691896258,,1996.0,3.0
101,101,116,Anne Frank Remembered (1995),0.0,0.0,117.0,1995-06-08,7.7,23.0,3.9,5.0,1.02469507659596,Holocaust,1995.0,
102,102,117,"Young Poisoner's Handbook, The (1995)",0.0,0.0,99.0,1995-01-20,6.6,52.0,3.0,1.0,,,1995.0,4.0
103,103,118,If Lucy Fell (1996),5000000.0,2420162.0,92.0,1996-03-08,5.3,59.0,2.5,2.0,0.7071067811865476,,1996.0,1.0
104,104,119,"Steal Big, Steal Little (1995)",25000000.0,6278139.0,135.0,1995-09-29,4.3,22.0,3.0,2.0,0.0,,1995.0,1.0
105,105,121,"Boys of St. Vincent, The (1992)",0.0,204540.0,93.0,1994-06-03,7.2,42.0,4.0,2.0,0.0,,1994.0,4.0
106,106,122,Boomerang (1992),40000000.0,131052444.0,111.0,1992-06-30,5.653,609.0,2.65625,16.0,0.7238496621076322,dating,1992.0,1.0
107,107,123,Chungking Express (Chung Hing sam lam) (1994),160000.0,0.0,102.0,1994-07-14,7.963,2105.0,4.375,4.0,0.9464847243000456,,1994.0,3.0
108,108,125,Flirting With Disaster (1996),7000000.0,14702438.0,92.0,1996-03-22,6.179,266.0,3.583333333333333,12.0,1.2583057392117918,,1996.0,1.0
109,109,126,"NeverEnding Story III, The (1994)",17000000.0,0.0,95.0,1994-10-26,4.472,418.0,2.0,7.0,0.816496580927726,,1994.0,1.0
110,110,128,Jupiter's Wife (1994),0.0,0.0,87.0,1995-09-08,7.1,7.0,3.0,1.0,,,1995.0,
111,111,129,Pie in the Sky (1996),0.0,0.0,95.0,1996-02-09,6.607,14.0,2.0,1.0,,,1996.0,1.0
112,112,132,Jade (1995),50000000.0,9851610.0,95.0,1995-10-13,5.5,285.0,2.833333333333333,6.0,0.752772652709081,,1995.0,3.0
113,113,135,Down Periscope (1996),0.0,37553585.0,92.0,1996-03-01,6.384,503.0,2.9516129032258065,31.0,1.0275767506588611,,1996.0,1.0
114,114,137,Man of the Year (1995),0.0,209935.0,86.0,1995-09-15,2.786,7.0,3.0,1.0,,,1995.0,
115,115,140,Up Close and Personal (1996),60000000.0,100688562.0,129.0,1996-03-01,6.278,234.0,3.5,16.0,0.6831300510639732,journalism,1996.0,4.0
116,116,141,"Birdcage, The (1996)",31000000.0,185300000.0,119.0,1996-03-08,7.048,1300.0,3.494186046511628,86.0,0.8418962701457717,,1996.0,1.0
117,117,144,"Brothers McMullen, The (1995)",25000.0,19326506.0,98.0,1995-08-11,6.0,98.0,3.333333333333333,12.0,0.8616404368553291,,1995.0,1.0
118,118,145,Bad Boys (1995),19000000.0,141407024.0,119.0,1995-04-07,6.827,6795.0,3.2450980392156863,51.0,0.8623952053415409,,1995.0,4.0
119,119,146,"Amazing Panda Adventure, The (1995)",0.0,7506759.0,84.0,1995-08-25,5.6,93.0,3.333333333333333,3.0,0.5773502691896258,,1995.0,1.0
120,120,147,"Basketball Diaries, The (1995)",2000000.0,2381087.0,100.0,1995-04-21,7.4,2137.0,3.466666666666667,15.0,0.8549575316659775,addiction heroin Leonardo DiCaprio Mark Wahlberg,1995.0,4.0
121,121,148,"Awfully Big Adventure, An (1995)",4000000.0,851545.0,113.0,1995-05-11,6.541,68.0,5.0,1.0,,,1995.0,4.0
122,122,149,Amateur (1994),0.0,0.0,100.0,1994-08-05,6.1,102.0,2.0,1.0,,,1994.0,4.0
123,123,150,Apollo 13 (1995),52000000.0,355237933.0,140.0,1995-06-30,7.5,5744.0,3.845771144278607,201.0,0.8766952306036482,moon NASA space,1995.0,1.0
124,124,151,Rob Roy (1995),28000000.0,31600000.0,133.0,1995-04-13,6.703,693.0,3.5454545454545454,44.0,0.9512426500536988,,1995.0,4.0
125,125,152,"Addiction, The (1995)",0.0,302393.0,82.0,1995-10-06,6.464,304.0,1.5,2.0,0.7071067811865476,,1995.0,3.0
126,126,153,Batman Forever (1995),100000000.0,336529144.0,121.0,1995-06-16,5.453,5475.0,2.916058394160584,137.0,0.90458257977029,superhero superhero,1995.0,1.0
127,127,154,Beauty of the Day (Belle de jour) (1967),0.0,0.0,101.0,1967-05-24,7.307,993.0,3.875,12.0,0.6077155435054972,,1967.0,4.0
128,128,155,Beyond Rangoon (1995),23000000.0,14700000.0,100.0,1995-08-25,6.6,83.0,2.4166666666666665,6.0,1.3570801990548187,,1995.0,1.0
129,129,156,Blue in the Face (1995),2000000.0,1300000.0,85.0,1995-09-15,6.5,177.0,3.333333333333333,3.0,1.1547005383792517,,1995.0,1.0
130,130,157,Canadian Bacon (1995),11000000.0,178104.0,91.0,1995-06-08,5.736,239.0,2.863636363636364,11.0,1.0975178606954217,,1995.0,1.0
131,131,158,Casper (1995),50000000.0,287928194.0,101.0,1995-05-26,6.333,4838.0,2.806451612903226,62.0,1.1138282776292474,,1995.0,1.0
132,132,159,Clockers (1995),25000000.0,13100000.0,129.0,1995-09-15,6.708,344.0,2.892857142857143,14.0,0.923591889322323,,1995.0,4.0
133,133,160,Congo (1995),50000000.0,152022101.0,108.0,1995-06-09,5.586,954.0,2.8771929824561404,57.0,1.027656408648138,Michael Crichton,1995.0,5.0
134,134,161,Crimson Tide (1995),53000000.0,157387195.0,115.0,1995-05-12,7.176,1932.0,3.6359223300970873,103.0,0.8778152881915151,submarine,1995.0,3.0
135,135,162,Crumb (1994),0.0,3041083.0,120.0,1994-09-10,7.5,273.0,4.205882352941177,17.0,0.6388178420286317,In Netflix queue,1994.0,
136,136,163,Desperado (1995),7000000.0,25405445.0,107.0,1995-08-25,6.926,3059.0,3.560606060606061,66.0,0.994272642979826,,1995.0,5.0
137,137,164,Devil in a Blue Dress (1995),27000000.0,16140822.0,97.0,1995-09-29,6.45,441.0,3.321428571428572,14.0,0.7747739833491605,,1995.0,3.0
138,138,165,Die Hard: With a Vengeance (1995),90000000.0,366101666.0,128.0,1995-05-19,7.276,6510.0,3.555555555555556,144.0,0.92197551488033,,1995.0,3.0
139,139,166,"Doom Generation, The (1995)",800000.0,284785.0,85.0,1995-10-20,6.5,301.0,2.833333333333333,3.0,1.2583057392117916,,1995.0,4.0
140,140,168,First Knight (1995),55000000.0,127600435.0,129.0,1995-07-07,6.101,1309.0,3.083333333333333,54.0,1.298584134631631,,1995.0,4.0
141,141,169,Free Willy 2: The Adventure Home (1995),31000000.0,30077111.0,95.0,1995-07-19,5.917,614.0,2.4,10.0,0.9944289260117531,,1995.0,1.0
142,142,170,Hackers (1995),20000000.0,7563728.0,105.0,1995-09-14,6.38,1418.0,3.2285714285714286,35.0,0.9183013181545424,,1995.0,1.0
143,143,171,Jeffrey (1995),0.0,3487767.0,92.0,1995-08-18,6.2,67.0,3.8333333333333335,6.0,0.983192080250175,,1995.0,1.0
144,144,172,Johnny Mnemonic (1995),25000000.0,19075720.0,98.0,1995-05-26,5.767,1474.0,2.679245283018868,53.0,1.070111153566272,,1995.0,5.0
145,145,173,Judge Dredd (1995),90000000.0,113493481.0,96.0,1995-06-30,5.8,2651.0,2.669354838709677,62.0,1.0280633886301838,,1995.0,5.0
146,146,174,Jury Duty (1995),0.0,17014653.0,88.0,1995-04-12,4.35,127.0,2.7,10.0,1.4757295747452437,,1995.0,1.0
147,147,175,Kids (1995),1500000.0,20412216.0,91.0,1995-07-28,6.892,1236.0,3.975,20.0,0.7517523388373117,controversial New York City Nudity (Full Frontal),1995.0,4.0
148,148,176,Living in Oblivion (1995),500000.0,1148752.0,91.0,1995-07-21,7.176,310.0,4.307692307692308,13.0,0.5219539227133918,,1995.0,1.0
149,149,177,Lord of Illusions (1995),0.0,13294594.0,108.0,1995-08-25,5.963,367.0,2.75,8.0,1.164964745021435,,1995.0,3.0
150,150,178,Love & Human Remains (1993),0.0,0.0,100.0,1994-07-22,5.7,45.0,1.0,1.0,,,1994.0,1.0
151,151,179,Mad Love (1995),0.0,15453274.0,96.0,1995-05-26,5.143,122.0,1.5,2.0,0.7071067811865476,,1995.0,4.0
152,152,180,Mallrats (1995),6000000.0,2122561.0,96.0,1995-10-20,6.757,1340.0,3.4027777777777777,36.0,0.9244260338520828,,1995.0,1.0
153,153,181,Mighty Morphin Power Rangers: The Movie (1995),15000000.0,66433194.0,92.0,1995-06-30,5.858,748.0,2.264705882352941,17.0,1.1607870048325986,,1995.0,1.0
154,154,183,Mute Witness (1994),0.0,0.0,95.0,1995-09-15,6.4,151.0,3.5,2.0,0.7071067811865476,,1995.0,3.0
155,155,184,Nadja (1994),0.0,0.0,93.0,1995-09-01,5.5,56.0,3.5,2.0,0.7071067811865476,,1995.0,4.0
156,156,185,"Net, The (1995)",22000000.0,110627965.0,114.0,1995-07-28,6.029,1473.0,3.040178571428572,112.0,1.037882444126004,computers,1995.0,3.0
157,157,186,Nine Months (1995),35000000.0,138500000.0,108.0,1995-07-12,5.711,688.0,2.8229166666666665,48.0,1.074311176310709,,1995.0,1.0
158,158,187,Party Girl (1995),150000.0,472370.0,94.0,1995-06-09,6.399,89.0,4.125,4.0,0.8539125638299665,,1995.0,1.0
159,159,188,"Prophecy, The (1995)",8000000.0,16115878.0,98.0,1995-08-05,6.5,546.0,3.458333333333333,12.0,1.0103629710818451,,1995.0,3.0
160,160,189,Reckless (1995),0.0,0.0,91.0,1995-11-17,6.6,8.0,3.0,1.0,,,1995.0,1.0
161,161,190,Safe (1995),1000000.0,512558.0,118.0,1995-06-23,6.968,330.0,2.8,5.0,1.4832396974191326,,1995.0,3.0
162,162,191,"Scarlet Letter, The (1995)",50000000.0,10382407.0,128.0,1995-10-13,6.109,507.0,2.4166666666666665,6.0,1.4288690166235205,,1995.0,4.0
163,163,193,Showgirls (1995),45000000.0,20367472.0,131.0,1995-09-22,5.585,1342.0,2.4714285714285715,35.0,1.01418510567422,,1995.0,4.0
164,164,194,Smoke (1995),7000000.0,8349430.0,103.0,1995-06-09,7.202,518.0,3.6666666666666665,18.0,1.2718675476729209,,1995.0,1.0
165,165,195,Something to Talk About (1995),30000000.0,77300000.0,106.0,1995-08-04,5.636,250.0,3.1,10.0,1.2649110640673518,,1995.0,1.0
166,166,196,Species (1995),35000000.0,113400000.0,108.0,1995-07-07,6.0,1789.0,2.6666666666666665,45.0,0.9170109546287282,,1995.0,3.0
167,167,198,Strange Days (1995),42000000.0,7959291.0,145.0,1995-10-13,7.012,1487.0,3.25,28.0,0.927960727138337,,1995.0,3.0
168,168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",200000.0,7600000.0,91.0,1964-02-19,7.4,861.0,4.125,4.0,0.8539125638299665,Made me cry,1964.0,4.0
169,169,201,Three Wishes (1995),10000000.0,7027000.0,115.0,1995-10-27,6.229,83.0,3.0,1.0,,,1995.0,1.0
170,170,202,Total Eclipse (1995),0.0,339889.0,103.0,1995-11-03,6.4,548.0,3.0,1.0,,,1995.0,4.0
171,171,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0.0,47774193.0,109.0,1995-09-08,7.362,741.0,3.4318181818181817,22.0,0.7912535946725622,,1995.0,1.0
172,172,204,Under Siege 2: Dark Territory (1995),60000000.0,104324083.0,100.0,1995-07-13,5.85,991.0,2.716666666666667,30.0,1.127121244077395,,1995.0,5.0
