movieId,title,genres,budget,revenue,runtime,release_date,vote_average_tmdb,vote_count_tmdb,mean_rating,num_votes,std_rating,all_tags
42,Dead Presidents (1995),Action,10000000.0,24100000.0,119.0,1995-09-29,6.663,312.0,3.0,7.0,0.816496580927726,
43,Restoration (1995),Drama,19000000.0,4005941.0,117.0,1995-12-29,6.05,129.0,3.1875,8.0,0.6512350903146595,England
44,Mortal Kombat (1995),Action,18000000.0,122195920.0,102.0,1995-08-18,5.877,2448.0,2.5434782608695654,46.0,1.0843640581594445,
45,To Die For (1995),Comedy,20000000.0,21300000.0,102.0,1995-09-22,6.6,856.0,3.3125,32.0,0.8303710791159927,Journalism
46,How to Make an American Quilt (1995),Drama,10000000.0,41200020.0,117.0,1995-10-06,6.39,191.0,3.066666666666667,15.0,1.178174536346478,wedding
47,Seven (a.k.a. Se7en) (1995),Mystery,33000000.0,327311859.0,130.0,1995-09-22,8.379,22555.0,3.9753694581280787,203.0,0.9224291201153795,mystery twist ending serial killer
48,Pocahontas (1995),Animation,55000000.0,346079773.0,82.0,1995-06-16,6.911,5974.0,3.1470588235294117,68.0,1.0546939271988995,
49,When Night Is Falling (1995),Drama,0.0,0.0,94.0,1995-02-01,6.261,88.0,3.0,1.0,,
50,"Usual Suspects, The (1995)",Crime,6000000.0,23300000.0,106.0,1995-07-19,8.171,11123.0,4.237745098039215,204.0,0.8009211530017211,mindfuck suspense thriller tricky twist ending heist
52,Mighty Aphrodite (1995),Comedy,15000000.0,26000000.0,94.0,1995-09-13,6.715,729.0,3.4642857142857144,28.0,0.8705954904182011,adoption prostitution
53,Lamerica (1994),Adventure,0.0,0.0,112.0,1994-09-09,7.1,62.0,5.0,2.0,0.0,
54,"Big Green, The (1995)",Children,0.0,0.0,99.0,1995-09-29,5.6,195.0,2.3333333333333335,3.0,1.5275252316519468,
55,Georgia (1995),Drama,0.0,1110974.0,118.0,1995-05-19,5.7,46.0,4.0,1.0,,
57,Home for the Holidays (1995),Drama,20000000.0,22119269.0,105.0,1995-11-02,6.2,187.0,3.0625,8.0,0.8634441002668987,
58,"Postman, The (Postino, Il) (1994)",Comedy,3000000.0,33000000.0,108.0,1994-09-22,7.9,1194.0,4.027027027027027,37.0,0.9200388423710553,writing
60,"Indian in the Cupboard, The (1995)",Adventure,45000000.0,35700000.0,96.0,1995-07-14,6.458,661.0,3.235294117647059,34.0,1.0242165824878726,
61,Eye for an Eye (1996),Drama,20000000.0,26877589.0,101.0,1996-01-12,6.208,448.0,3.75,6.0,0.8803408430829505,
62,Mr. Holland's Opus (1995),Drama,31000000.0,106300000.0,143.0,1995-12-29,6.954,441.0,3.70625,80.0,1.0484882124495105,music
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,3800000.0,20100000.0,85.0,1996-01-12,7.0,1438.0,2.7142857142857144,7.0,1.14953406710222,
64,Two if by Sea (1996),Comedy,0.0,10658278.0,96.0,1996-01-12,4.9,97.0,2.2,5.0,0.8366600265340756,
65,Bio-Dome (1996),Comedy,8500000.0,13400000.0,88.0,1996-01-12,4.519,393.0,2.532258064516129,31.0,1.0562156019721836,
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action,15000000.0,2409225.0,93.0,1996-01-12,3.289,168.0,2.5,9.0,1.118033988749895,
68,French Twist (Gazon maudit) (1995),Comedy,0.0,0.0,105.0,1995-01-18,6.057,318.0,3.4,5.0,1.140175425099138,
69,Friday (1995),Comedy,3500000.0,28215918.0,87.0,1995-04-26,7.1,1949.0,3.775,20.0,0.89552983434977,
70,From Dusk Till Dawn (1996),Action,19000000.0,25800000.0,107.0,1996-01-19,7.036,6332.0,3.5090909090909093,55.0,1.0160330862345146,
71,Fair Game (1995),Action,50000000.0,11500000.0,90.0,1995-11-03,5.12,329.0,1.7,5.0,0.4472135954999579,
72,Kicking and Screaming (1995),Comedy,0.0,718490.0,96.0,1995-10-06,6.177,232.0,3.2142857142857144,7.0,1.2863754913562,
73,"Misérables, Les (1995)",Drama,0.0,0.0,175.0,1995-03-22,6.7,83.0,3.4615384615384617,13.0,0.6910601294852007,
74,Bed of Roses (1996),Drama,0.0,19030691.0,87.0,1996-01-26,5.847,121.0,4.0,8.0,0.7559289460184544,
75,Big Bully (1996),Comedy,15000000.0,2042530.0,90.0,1996-01-26,4.6,77.0,2.2,5.0,1.0954451150103324,
76,Screamers (1995),Action,20000000.0,5781885.0,108.0,1995-09-08,6.224,585.0,3.4,15.0,1.1982129550769702,
77,Nico Icon (1995),Documentary,0.0,0.0,70.0,1995-09-08,7.5,10.0,4.0,1.0,,
78,"Crossing Guard, The (1995)",Action,0.0,0.0,111.0,1995-01-26,6.0,282.0,3.3333333333333335,3.0,0.5773502691896258,
79,"Juror, The (1996)",Drama,44000000.0,22754725.0,125.0,1996-02-02,5.671,427.0,2.764705882352941,17.0,1.200490095997562,
80,"White Balloon, The (Badkonake sefid) (1995)",Children,0.0,0.0,85.0,1995-01-02,7.5,102.0,4.0,2.0,0.0,
81,Things to Do in Denver When You're Dead (1995),Crime,8000000.0,529766.0,116.0,1995-12-01,6.5,415.0,3.107142857142857,14.0,0.7640623068776583,
82,Antonia's Line (Antonia) (1995),Comedy,900000.0,0.0,102.0,1995-09-21,6.904,140.0,3.875,8.0,1.4820352800890308,
83,Once Upon a Time... When We Were Colored (1995),Drama,0.0,0.0,115.0,1996-01-26,3.6,5.0,3.0,1.0,,
85,Angels and Insects (1995),Drama,0.0,0.0,118.0,1995-09-10,6.134,56.0,3.857142857142857,7.0,1.5735915849388864,
86,White Squall (1996),Action,38000000.0,10300000.0,125.0,1996-02-02,6.258,392.0,3.966666666666667,15.0,0.7668736780560658,
87,Dunston Checks In (1996),Children,16000000.0,0.0,84.0,1996-01-12,5.369,241.0,2.5,7.0,0.957427107756338,
88,Black Sheep (1996),Comedy,32400000.0,32000000.0,87.0,1996-02-01,6.072,445.0,3.15625,16.0,1.1792476415070754,
89,Nick of Time (1995),Action,33000000.0,8175346.0,90.0,1995-11-22,6.232,777.0,3.25,10.0,0.754615428178118,
92,Mary Reilly (1996),Drama,47000000.0,12379402.0,108.0,1996-02-23,5.757,336.0,2.625,8.0,1.0264362759428507,Jekyll and Hyde
93,Vampire in Brooklyn (1995),Comedy,14000000.0,19800000.0,96.0,1995-10-26,5.08,619.0,2.8333333333333335,9.0,1.0307764064044151,
94,Beautiful Girls (1996),Comedy,16000000.0,27000000.0,112.0,1996-02-09,6.636,389.0,3.95,10.0,0.4972144630058766,
95,Broken Arrow (1996),Action,50000000.0,150300000.0,108.0,1996-02-09,6.062,1622.0,3.0238095238095237,84.0,1.0146658358604672,
96,In the Bleak Midwinter (1995),Comedy,0.0,0.0,99.0,1995-09-29,7.1,42.0,3.5,1.0,,theater
97,"Hate (Haine, La) (1995)",Crime,2600000.0,15300000.0,98.0,1995-05-31,8.1,4417.0,3.9,10.0,0.7378647873726218,
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0.0,0.0,106.0,1995-12-27,6.6,14.0,5.0,2.0,0.0,
100,City Hall (1996),Drama,40000000.0,33440204.0,111.0,1996-02-16,5.9,308.0,2.7857142857142856,14.0,0.699293206753068,
101,Bottle Rocket (1996),Adventure,7000000.0,1040879.0,91.0,1996-02-21,6.7,1148.0,3.782608695652174,23.0,1.0425720702853738,crime off-beat comedy quirky
102,Mr. Wrong (1996),Comedy,0.0,0.0,96.0,1996-02-16,3.952,63.0,2.4,5.0,1.9493588689617927,
103,Unforgettable (1996),Mystery,18000000.0,0.0,117.0,1996-02-23,5.598,112.0,3.0,3.0,0.0,
104,Happy Gilmore (1996),Comedy,12000000.0,41422354.0,88.0,1996-02-16,6.673,3221.0,3.4393939393939394,99.0,0.9930182995434678,test tag golf Adam Sandler
105,"Bridges of Madison County, The (1995)",Drama,24000000.0,182000000.0,135.0,1995-06-02,7.705,2315.0,3.282608695652174,23.0,0.8504823091062899,
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy,0.0,0.0,104.0,1994-11-07,6.157,35.0,4.0,1.0,,
107,Muppet Treasure Island (1996),Adventure,31000000.0,34327766.0,99.0,1996-02-16,6.7,448.0,3.326923076923077,26.0,0.9267395285872693,muppets
108,Catwalk (1996),Documentary,0.0,0.0,95.0,1995-12-08,7.5,8.0,4.0,1.0,,
110,Braveheart (1995),Action,72000000.0,213216216.0,178.0,1995-05-24,7.941,10848.0,4.031645569620253,237.0,0.9677263634544532,beautiful scenery epic historical inspirational Medieval mel gibson Oscar (Best Cinematography) revenge sword fight Scotland
111,Taxi Driver (1976),Crime,1900000.0,28579636.0,115.0,1976-02-09,8.13,13140.0,4.105769230769231,104.0,0.8204695462511792,assassination
112,Rumble in the Bronx (Hont faan kui) (1995),Action,7500000.0,76028558.0,98.0,1995-01-21,6.82,1120.0,3.5434782608695654,46.0,0.9299109094514959,
113,Before and After (1996),Drama,35000000.0,8797839.0,101.0,1996-02-23,5.9,205.0,3.3333333333333335,3.0,0.5773502691896258,
116,Anne Frank Remembered (1995),Documentary,0.0,0.0,117.0,1995-06-08,7.7,23.0,3.9,5.0,1.02469507659596,Holocaust
117,"Young Poisoner's Handbook, The (1995)",Crime,0.0,0.0,99.0,1995-01-20,6.6,52.0,3.0,1.0,,
118,If Lucy Fell (1996),Comedy,5000000.0,2420162.0,92.0,1996-03-08,5.3,59.0,2.5,2.0,0.7071067811865476,
119,"Steal Big, Steal Little (1995)",Comedy,25000000.0,6278139.0,135.0,1995-09-29,4.3,22.0,3.0,2.0,0.0,
121,"Boys of St. Vincent, The (1992)",Drama,0.0,204540.0,93.0,1994-06-03,7.2,42.0,4.0,2.0,0.0,
122,Boomerang (1992),Comedy,40000000.0,131052444.0,111.0,1992-06-30,5.653,609.0,2.65625,16.0,0.7238496621076322,dating
123,Chungking Express (Chung Hing sam lam) (1994),Drama,160000.0,0.0,102.0,1994-07-14,7.963,2105.0,4.375,4.0,0.9464847243000456,
125,Flirting With Disaster (1996),Comedy,7000000.0,14702438.0,92.0,1996-03-22,6.179,266.0,3.5833333333333335,12.0,1.2583057392117918,
126,"NeverEnding Story III, The (1994)",Adventure,17000000.0,0.0,95.0,1994-10-26,4.472,418.0,2.0,7.0,0.816496580927726,
128,Jupiter's Wife (1994),Documentary,0.0,0.0,87.0,1995-09-08,7.1,7.0,3.0,1.0,,
129,Pie in the Sky (1996),Comedy,0.0,0.0,95.0,1996-02-09,6.607,14.0,2.0,1.0,,
132,Jade (1995),Thriller,50000000.0,9851610.0,95.0,1995-10-13,5.5,285.0,2.8333333333333335,6.0,0.752772652709081,
135,Down Periscope (1996),Comedy,0.0,37553585.0,92.0,1996-03-01,6.384,503.0,2.9516129032258065,31.0,1.0275767506588613,
137,Man of the Year (1995),Documentary,0.0,209935.0,86.0,1995-09-15,2.786,7.0,3.0,1.0,,
140,Up Close and Personal (1996),Drama,60000000.0,100688562.0,129.0,1996-03-01,6.278,234.0,3.5,16.0,0.6831300510639732,journalism
141,"Birdcage, The (1996)",Comedy,31000000.0,185300000.0,119.0,1996-03-08,7.048,1300.0,3.494186046511628,86.0,0.8418962701457717,
144,"Brothers McMullen, The (1995)",Comedy,25000.0,19326506.0,98.0,1995-08-11,6.0,98.0,3.3333333333333335,12.0,0.8616404368553291,
145,Bad Boys (1995),Action,19000000.0,141407024.0,119.0,1995-04-07,6.827,6795.0,3.2450980392156863,51.0,0.8623952053415409,
146,"Amazing Panda Adventure, The (1995)",Adventure,0.0,7506759.0,84.0,1995-08-25,5.6,93.0,3.3333333333333335,3.0,0.5773502691896258,
147,"Basketball Diaries, The (1995)",Drama,2000000.0,2381087.0,100.0,1995-04-21,7.4,2137.0,3.466666666666667,15.0,0.8549575316659775,addiction heroin Leonardo DiCaprio Mark Wahlberg
148,"Awfully Big Adventure, An (1995)",Drama,4000000.0,851545.0,113.0,1995-05-11,6.541,68.0,5.0,1.0,,
149,Amateur (1994),Crime,0.0,0.0,100.0,1994-08-05,6.1,102.0,2.0,1.0,,
150,Apollo 13 (1995),Adventure,52000000.0,355237933.0,140.0,1995-06-30,7.5,5744.0,3.845771144278607,201.0,0.8766952306036482,moon NASA space
151,Rob Roy (1995),Action,28000000.0,31600000.0,133.0,1995-04-13,6.703,693.0,3.5454545454545454,44.0,0.9512426500536989,
152,"Addiction, The (1995)",Drama,0.0,302393.0,82.0,1995-10-06,6.464,304.0,1.5,2.0,0.7071067811865476,
153,Batman Forever (1995),Action,100000000.0,336529144.0,121.0,1995-06-16,5.453,5475.0,2.9160583941605838,137.0,0.90458257977029,superhero superhero
154,Beauty of the Day (Belle de jour) (1967),Drama,0.0,0.0,101.0,1967-05-24,7.307,993.0,3.875,12.0,0.6077155435054972,
155,Beyond Rangoon (1995),Adventure,23000000.0,14700000.0,100.0,1995-08-25,6.6,83.0,2.4166666666666665,6.0,1.3570801990548187,
156,Blue in the Face (1995),Comedy,2000000.0,1300000.0,85.0,1995-09-15,6.5,177.0,3.3333333333333335,3.0,1.1547005383792515,
157,Canadian Bacon (1995),Comedy,11000000.0,178104.0,91.0,1995-06-08,5.736,239.0,2.8636363636363638,11.0,1.0975178606954215,
158,Casper (1995),Adventure,50000000.0,287928194.0,101.0,1995-05-26,6.333,4838.0,2.806451612903226,62.0,1.1138282776292474,
159,Clockers (1995),Crime,25000000.0,13100000.0,129.0,1995-09-15,6.708,344.0,2.892857142857143,14.0,0.923591889322323,
160,Congo (1995),Action,50000000.0,152022101.0,108.0,1995-06-09,5.586,954.0,2.8771929824561404,57.0,1.0276564086481381,Michael Crichton
161,Crimson Tide (1995),Drama,53000000.0,157387195.0,115.0,1995-05-12,7.176,1932.0,3.6359223300970873,103.0,0.8778152881915151,submarine
162,Crumb (1994),Documentary,0.0,3041083.0,120.0,1994-09-10,7.5,273.0,4.205882352941177,17.0,0.6388178420286317,In Netflix queue
163,Desperado (1995),Action,7000000.0,25405445.0,107.0,1995-08-25,6.926,3059.0,3.5606060606060606,66.0,0.9942726429798261,
164,Devil in a Blue Dress (1995),Crime,27000000.0,16140822.0,97.0,1995-09-29,6.45,441.0,3.3214285714285716,14.0,0.7747739833491605,
165,Die Hard: With a Vengeance (1995),Action,90000000.0,366101666.0,128.0,1995-05-19,7.276,6510.0,3.5555555555555554,144.0,0.92197551488033,
166,"Doom Generation, The (1995)",Comedy,800000.0,284785.0,85.0,1995-10-20,6.5,301.0,2.8333333333333335,3.0,1.2583057392117916,
168,First Knight (1995),Action,55000000.0,127600435.0,129.0,1995-07-07,6.101,1309.0,3.0833333333333335,54.0,1.298584134631631,
169,Free Willy 2: The Adventure Home (1995),Adventure,31000000.0,30077111.0,95.0,1995-07-19,5.917,614.0,2.4,10.0,0.9944289260117533,
170,Hackers (1995),Action,20000000.0,7563728.0,105.0,1995-09-14,6.38,1418.0,3.2285714285714286,35.0,0.9183013181545423,
171,Jeffrey (1995),Comedy,0.0,3487767.0,92.0,1995-08-18,6.2,67.0,3.8333333333333335,6.0,0.983192080250175,
172,Johnny Mnemonic (1995),Action,25000000.0,19075720.0,98.0,1995-05-26,5.767,1474.0,2.6792452830188678,53.0,1.070111153566272,
173,Judge Dredd (1995),Action,90000000.0,113493481.0,96.0,1995-06-30,5.8,2651.0,2.6693548387096775,62.0,1.0280633886301838,
174,Jury Duty (1995),Comedy,0.0,17014653.0,88.0,1995-04-12,4.35,127.0,2.7,10.0,1.4757295747452437,
175,Kids (1995),Drama,1500000.0,20412216.0,91.0,1995-07-28,6.892,1236.0,3.975,20.0,0.7517523388373117,controversial New York City Nudity (Full Frontal)
176,Living in Oblivion (1995),Comedy,500000.0,1148752.0,91.0,1995-07-21,7.176,310.0,4.3076923076923075,13.0,0.5219539227133918,
177,Lord of Illusions (1995),Horror,0.0,13294594.0,108.0,1995-08-25,5.963,367.0,2.75,8.0,1.164964745021435,
178,Love & Human Remains (1993),Comedy,0.0,0.0,100.0,1994-07-22,5.7,45.0,1.0,1.0,,
179,Mad Love (1995),Drama,0.0,15453274.0,96.0,1995-05-26,5.143,122.0,1.5,2.0,0.7071067811865476,
180,Mallrats (1995),Comedy,6000000.0,2122561.0,96.0,1995-10-20,6.757,1340.0,3.4027777777777777,36.0,0.9244260338520828,
181,Mighty Morphin Power Rangers: The Movie (1995),Action,15000000.0,66433194.0,92.0,1995-06-30,5.858,748.0,2.264705882352941,17.0,1.1607870048325986,
183,Mute Witness (1994),Comedy,0.0,0.0,95.0,1995-09-15,6.4,151.0,3.5,2.0,0.7071067811865476,
184,Nadja (1994),Drama,0.0,0.0,93.0,1995-09-01,5.5,56.0,3.5,2.0,0.7071067811865476,
185,"Net, The (1995)",Action,22000000.0,110627965.0,114.0,1995-07-28,6.029,1473.0,3.0401785714285716,112.0,1.037882444126004,computers
186,Nine Months (1995),Comedy,35000000.0,138500000.0,108.0,1995-07-12,5.711,688.0,2.8229166666666665,48.0,1.074311176310709,
187,Party Girl (1995),Comedy,150000.0,472370.0,94.0,1995-06-09,6.399,89.0,4.125,4.0,0.8539125638299665,
188,"Prophecy, The (1995)",Fantasy,8000000.0,16115878.0,98.0,1995-08-05,6.5,546.0,3.4583333333333335,12.0,1.0103629710818451,
189,Reckless (1995),Comedy,0.0,0.0,91.0,1995-11-17,6.6,8.0,3.0,1.0,,
190,Safe (1995),Thriller,1000000.0,512558.0,118.0,1995-06-23,6.968,330.0,2.8,5.0,1.4832396974191326,
191,"Scarlet Letter, The (1995)",Drama,50000000.0,10382407.0,128.0,1995-10-13,6.109,507.0,2.4166666666666665,6.0,1.4288690166235205,
193,Showgirls (1995),Drama,45000000.0,20367472.0,131.0,1995-09-22,5.585,1342.0,2.4714285714285715,35.0,1.01418510567422,
194,Smoke (1995),Comedy,7000000.0,8349430.0,103.0,1995-06-09,7.202,518.0,3.6666666666666665,18.0,1.2718675476729209,
195,Something to Talk About (1995),Comedy,30000000.0,77300000.0,106.0,1995-08-04,5.636,250.0,3.1,10.0,1.2649110640673518,
196,Species (1995),Horror,35000000.0,113400000.0,108.0,1995-07-07,6.0,1789.0,2.6666666666666665,45.0,0.9170109546287282,
198,Strange Days (1995),Action,42000000.0,7959291.0,145.0,1995-10-13,7.012,1487.0,3.25,28.0,0.927960727138337,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama,200000.0,7600000.0,91.0,1964-02-19,7.4,861.0,4.125,4.0,0.8539125638299665,Made me cry
201,Three Wishes (1995),Drama,10000000.0,7027000.0,115.0,1995-10-27,6.229,83.0,3.0,1.0,,
202,Total Eclipse (1995),Drama,0.0,339889.0,103.0,1995-11-03,6.4,548.0,3.0,1.0,,
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0.0,47774193.0,109.0,1995-09-08,7.362,741.0,3.4318181818181817,22.0,0.7912535946725622,
204,Under Siege 2: Dark Territory (1995),Action,60000000.0,104324083.0,100.0,1995-07-13,5.85,991.0,2.716666666666667,30.0,1.127121244077395,
205,Unstrung Heroes (1995),Comedy,0.0,0.0,93.0,1995-09-15,6.0,30.0,3.1666666666666665,9.0,0.6123724356957945,
206,Unzipped (1995),Documentary,0.0,0.0,73.0,1995-08-11,5.2,18.0,3.0,2.0,1.4142135623730951,
207,"Walk in the Clouds, A (1995)",Drama,20000000.0,50012507.0,102.0,1995-05-27,7.36,1097.0,3.4285714285714284,21.0,1.0872639316848771,
208,Waterworld (1995),Action,175000000.0,264218220.0,136.0,1995-07-28,6.22,3962.0,2.9130434782608696,115.0,0.9557326333834747,
209,White Man's Burden (1995),Drama,7000000.0,9000000.0,89.0,1995-12-01,5.119,85.0,3.1666666666666665,3.0,0.7637626158259733,
210,Wild Bill (1995),Western,30000000.0,2193982.0,98.0,1995-12-01,5.74,167.0,3.0,4.0,0.816496580927726,
211,"Browning Version, The (1994)",Drama,0.0,487391.0,97.0,1994-06-08,6.439,57.0,3.5,2.0,0.7071067811865476,
212,Bushwhacked (1995),Adventure,0.0,7919823.0,90.0,1995-08-04,5.35,127.0,3.0,3.0,1.3228756555322954,
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,2800000.0,2616503.0,135.0,1994-05-01,6.936,196.0,3.8333333333333335,6.0,1.807392228230128,
214,Before the Rain (Pred dozhdot) (1994),Drama,0.0,763847.0,113.0,1994-06-09,7.36,182.0,4.0,2.0,0.0,
215,Before Sunrise (1995),Drama,2500000.0,5987386.0,101.0,1995-01-27,8.0,4546.0,4.041666666666667,24.0,0.9990937922923461,generation X
216,Billy Madison (1995),Comedy,10000000.0,26488734.0,100.0,1995-02-10,6.192,1757.0,3.326530612244898,49.0,1.0633624950685288,school Adam Sandler stop looking at me swan
217,"Babysitter, The (1995)",Drama,0.0,0.0,90.0,1995-10-17,5.2,177.0,2.3333333333333335,6.0,1.505545305418162,
218,Boys on the Side (1995),Comedy,21000000.0,23450000.0,115.0,1995-02-03,6.4,247.0,3.4285714285714284,14.0,1.0163498575623615,
219,"Cure, The (1995)",Drama,0.0,2568235.0,98.0,1995-04-21,7.94,344.0,3.0,1.0,,
220,Castle Freak (1995),Horror,0.0,0.0,90.0,1996-04-20,6.1,234.0,3.0,1.0,,
222,Circle of Friends (1995),Drama,15000000.0,45000000.0,102.0,1995-04-07,6.247,95.0,3.75,16.0,1.2382783747337807,Ireland
223,Clerks (1994),Comedy,27575.0,3151130.0,92.0,1994-10-19,7.385,2685.0,3.855769230769231,104.0,0.9468216554343288,cynical hilarious independent film quirky witty generation X
224,Don Juan DeMarco (1995),Comedy,25000000.0,68792531.0,97.0,1994-10-12,6.721,784.0,3.6125,40.0,0.7552168987135842,mental illness psychology
225,Disclosure (1994),Drama,55000000.0,214015089.0,123.0,1994-12-09,6.251,1244.0,3.5384615384615383,52.0,0.784945070178536,
227,Drop Zone (1994),Action,45000000.0,62000000.0,101.0,1994-12-08,5.7,442.0,2.8636363636363638,22.0,1.0371873387954444,
