movieId,budget,revenue,runtime,release_date,vote_average_tmdb,vote_count_tmdb
209.0,7000000.0,9000000.0,89.0,1995-12-01,5.119,85.0
210.0,30000000.0,2193982.0,98.0,1995-12-01,5.74,167.0
211.0,0.0,487391.0,97.0,1994-06-08,6.439,57.0
212.0,0.0,7919823.0,90.0,1995-08-04,5.35,127.0
213.0,2800000.0,2616503.0,135.0,1994-05-01,6.936,196.0
214.0,0.0,763847.0,113.0,1994-06-09,7.36,182.0
215.0,2500000.0,5987386.0,101.0,1995-01-27,8.0,4546.0
216.0,10000000.0,26488734.0,100.0,1995-02-10,6.192,1757.0
217.0,0.0,0.0,90.0,1995-10-17,5.2,177.0
218.0,21000000.0,23450000.0,115.0,1995-02-03,6.4,247.0
219.0,0.0,2568235.0,98.0,1995-04-21,7.94,344.0
220.0,0.0,0.0,90.0,1996-04-20,6.1,234.0
222.0,15000000.0,45000000.0,102.0,1995-04-07,6.247,95.0
223.0,27575.0,3151130.0,92.0,1994-10-19,7.385,2685.0
224.0,25000000.0,68792531.0,97.0,1994-10-12,6.721,784.0
225.0,55000000.0,214015089.0,123.0,1994-12-09,6.251,1244.0
227.0,45000000.0,62000000.0,101.0,1994-12-08,5.7,442.0
228.0,0.0,1200000.0,92.0,1995-04-28,5.0,46.0
229.0,12000000.0,8003716.0,100.0,1994-05-04,7.071,544.0
230.0,13000000.0,46400000.0,131.0,1995-03-24,7.265,850.0
231.0,16000000.0,247275374.0,113.0,1994-12-16,6.644,6540.0
232.0,0.0,24194403.0,124.0,1994-08-03,7.643,388.0
233.0,2000000.0,4221036.0,103.0,1994-09-29,6.6,380.0
234.0,27500000.0,6800000.0,113.0,1994-10-14,4.1,95.0
235.0,18000000.0,5900000.0,127.0,1994-09-28,7.483,2464.0
236.0,0.0,101982854.0,111.0,1995-05-05,6.463,776.0
237.0,0.0,33177694.0,101.0,1995-05-19,6.3,159.0
238.0,0.0,0.0,81.0,1995-01-13,6.179,95.0
239.0,18000000.0,35348597.0,78.0,1995-04-05,7.018,1873.0
240.0,15000000.0,12201255.0,106.0,1995-03-03,5.223,168.0
241.0,15000000.0,4000000.0,95.0,1995-06-02,7.087,276.0
242.0,0.0,0.0,116.0,1994-12-01,6.559,186.0
243.0,0.0,3992809.0,90.0,1995-05-12,5.3,32.0
246.0,700000.0,7830611.0,174.0,1994-09-12,7.585,325.0
247.0,5000000.0,3049135.0,99.0,1994-09-12,6.974,1008.0
248.0,10500000.0,26300000.0,109.0,1995-01-06,5.441,76.0
249.0,120.0,0.0,121.0,1994-12-16,7.085,361.0
250.0,10000000.0,17700000.0,90.0,1995-02-17,6.143,402.0
251.0,15000000.0,6600000.0,111.0,1995-02-24,5.683,120.0
252.0,25000000.0,26381221.0,92.0,1994-12-24,6.016,480.0
253.0,60000000.0,223664608.0,123.0,1994-11-11,7.383,6275.0
254.0,14000000.0,2474000.0,139.0,1995-03-31,5.0,45.0
255.0,0.0,0.0,82.0,1995-02-03,4.324,34.0
256.0,60000000.0,108400000.0,110.0,1994-11-22,5.187,1598.0
257.0,0.0,36853222.0,105.0,1995-02-17,6.262,606.0
258.0,0.0,0.0,90.0,1995-08-11,5.0,190.0
259.0,40000000.0,14942422.0,101.0,1995-04-21,5.674,350.0
260.0,11000000.0,775398007.0,121.0,1977-05-25,8.202,21890.0
261.0,18000000.0,94983123.0,115.0,1994-12-21,7.273,1319.0
262.0,17000000.0,10000000.0,97.0,1995-05-10,7.615,1022.0
263.0,0.0,0.0,101.0,1994-02-18,7.2,101.0
265.0,2000000.0,21744201.0,123.0,1992-04-16,7.274,545.0
266.0,30000000.0,160638883.0,133.0,1994-12-23,7.4,2785.0
267.0,0.0,30112050.0,97.0,1995-03-24,6.451,865.0
269.0,0.0,3267313.0,92.0,1994-06-08,6.6,35.0
270.0,60000000.0,18300000.0,108.0,1994-10-21,5.4,60.0
271.0,17000000.0,7603766.0,106.0,1995-03-17,6.5,103.0
272.0,0.0,15238994.0,107.0,1994-12-28,6.792,253.0
273.0,45000000.0,112000000.0,123.0,1994-11-04,6.443,1334.0
274.0,0.0,0.0,96.0,1995-03-03,5.4,185.0
275.0,15000000.0,0.0,97.0,1994-12-21,5.37,215.0
276.0,0.0,18137661.0,110.0,1994-08-31,6.379,301.0
277.0,0.0,46264384.0,114.0,1994-11-18,6.754,1130.0
278.0,0.0,5.0,95.0,1995-01-27,5.229,59.0
279.0,5500000.0,11079373.0,128.0,1995-05-03,7.4,81.0
280.0,20000000.0,29500000.0,122.0,1995-01-20,7.148,597.0
281.0,20000000.0,39491975.0,110.0,1994-12-23,6.863,329.0
282.0,31000000.0,106683817.0,112.0,1994-12-23,6.547,539.0
283.0,5000000.0,0.0,98.0,1995-04-19,6.244,45.0
284.0,0.0,0.0,88.0,1993-08-14,2.813,9.0
285.0,4800000.0,0.0,89.0,1994-04-22,4.6,9.0
287.0,0.0,0.0,100.0,1995-03-03,5.4,14.0
288.0,34000000.0,50283563.0,118.0,1994-08-26,7.054,3689.0
289.0,0.0,20059210.0,115.0,1994-03-04,6.734,553.0
290.0,950000.0,6700000.0,98.0,1994-09-02,7.4,471.0
291.0,0.0,0.0,106.0,1996-04-26,4.615,139.0
292.0,50000000.0,189900000.0,128.0,1995-03-10,6.561,2420.0
293.0,16000000.0,45284974.0,110.0,1994-09-14,8.297,15751.0
294.0,11000000.0,2832826.0,113.0,1995-05-12,6.0,40.0
295.0,0.0,345972.0,94.0,1995-04-28,5.1,15.0
296.0,8000000.0,213928762.0,154.0,1994-09-10,8.486,29628.0
298.0,400000.0,152322.0,105.0,1991-12-07,7.3,84.0
299.0,0.0,4176932.0,98.0,1995-03-24,6.259,145.0
300.0,31000000.0,24822619.0,132.0,1994-08-25,7.257,961.0
301.0,0.0,0.0,94.0,1995-05-05,6.4,24.0
302.0,0.0,1318578.0,158.0,1994-05-13,7.194,410.0
303.0,35000000.0,47000000.0,105.0,1995-02-09,6.535,1894.0
304.0,22000000.0,12400000.0,108.0,1995-03-03,5.7,29.0
305.0,15000000.0,11300653.0,133.0,1994-12-23,5.2,223.0
306.0,0.0,4127033.0,100.0,1994-05-12,7.909,1518.0
307.0,0.0,1527572.0,100.0,1993-09-08,7.643,1843.0
308.0,0.0,1273525.0,100.0,1994-01-26,7.449,1296.0
310.0,0.0,0.0,85.0,1995-01-01,5.574,74.0
311.0,0.0,0.0,90.0,1994-12-16,4.6,7.0
312.0,6300000.0,912082.0,95.0,1995-04-12,5.2,25.0
313.0,20000000.0,9771658.0,89.0,1994-11-18,6.58,987.0
314.0,5700000.0,6160000.0,103.0,1994-05-14,6.689,95.0
315.0,45000000.0,170362582.0,110.0,1994-10-07,5.933,1397.0
316.0,55000000.0,196567262.0,121.0,1994-10-28,7.014,3685.0
317.0,22000000.0,189833357.0,97.0,1994-11-11,6.514,2247.0
318.0,25000000.0,28341469.0,140.0,1994-09-23,8.716,29656.0
319.0,2500000.0,19779614.0,95.0,1994-12-22,7.0,1101.0
320.0,0.0,102780.0,96.0,1993-09-14,6.4,39.0
321.0,0.0,2087569.0,108.0,1993-12-01,7.0,82.0
322.0,700000.0,382928.0,89.0,1994-09-10,6.623,329.0
324.0,0.0,0.0,102.0,1994-07-28,6.7,72.0
325.0,0.0,0.0,91.0,1995-09-08,5.455,101.0
326.0,0.0,0.0,133.0,1994-05-18,8.056,357.0
327.0,25000000.0,4064495.0,99.0,1995-03-31,5.468,558.0
328.0,13000000.0,21089146.0,92.0,1995-01-13,6.9,536.0
329.0,38000000.0,118071125.0,115.0,1994-11-18,6.514,1441.0
330.0,6000000.0,12000000.0,98.0,1995-05-24,6.268,181.0
331.0,0.0,0.0,115.0,1994-04-15,6.091,33.0
332.0,22000000.0,9418365.0,98.0,1995-04-28,6.1,889.0
333.0,20000000.0,32648673.0,98.0,1995-03-31,6.802,1023.0
334.0,0.0,1746050.0,119.0,1994-10-19,6.577,91.0
335.0,6500000.0,0.0,99.0,1995-04-28,5.7,86.0
336.0,0.0,6014541.0,88.0,1995-02-24,5.793,29.0
337.0,11000000.0,10000000.0,112.0,1993-12-17,7.664,4184.0
338.0,30000000.0,24048000.0,101.0,1995-08-04,5.505,586.0
339.0,17000000.0,182100000.0,103.0,1995-04-21,7.022,1961.0
340.0,0.0,16.0,127.0,1994-11-04,6.629,217.0
341.0,0.0,759393.0,87.0,1994-09-07,6.25,18.0
342.0,3000000.0,15119639.0,105.0,1994-09-29,6.8,480.0
343.0,0.0,0.0,85.0,1995-08-18,5.351,97.0
344.0,15000000.0,107217396.0,86.0,1994-02-04,6.571,6205.0
345.0,2000000.0,29700000.0,104.0,1994-05-31,7.3,886.0
346.0,0.0,0.0,100.0,1994-04-01,6.1,107.0
347.0,5000000.0,1862805.0,139.0,1992-09-02,7.099,825.0
348.0,20000000.0,37483747.0,99.0,1994-10-14,7.1,655.0
349.0,62000000.0,215887717.0,136.0,1994-08-03,6.6,1635.0
350.0,45000000.0,117615211.0,116.0,1994-07-20,6.699,1320.0
351.0,12500000.0,20100000.0,115.0,1994-08-12,6.682,443.0
352.0,14000000.0,0.0,114.0,1994-05-13,6.8,154.0
353.0,23000000.0,93722164.0,102.0,1994-05-11,7.52,4403.0
354.0,25500000.0,1007583.0,128.0,1994-12-02,5.887,93.0
355.0,46000000.0,341631208.0,91.0,1994-05-27,5.366,2573.0
356.0,55000000.0,677387716.0,142.0,1994-06-23,8.462,29181.0
357.0,4400000.0,245700832.0,117.0,1994-03-09,6.771,2924.0
358.0,20000000.0,38300000.0,127.0,1995-01-11,6.3,232.0
359.0,0.0,1777020.0,104.0,1994-10-14,6.2,20.0
360.0,45000000.0,61947267.0,123.0,1994-06-29,5.484,223.0
361.0,20000000.0,37939757.0,101.0,1994-07-16,6.7,887.0
362.0,27000000.0,53508356.0,115.0,1994-12-23,5.974,488.0
363.0,0.0,449707.0,188.0,1993-09-11,7.129,30.0
364.0,45000000.0,763455561.0,88.0,1994-06-15,8.255,19341.0
365.0,35000000.0,4900000.0,141.0,1993-12-01,6.272,436.0
366.0,8000000.0,19721741.0,112.0,1994-10-13,6.461,1536.0
367.0,23000000.0,351583407.0,100.0,1994-07-29,6.975,10984.0
368.0,75000000.0,183031272.0,121.0,1994-05-20,6.889,1714.0
369.0,0.0,0.0,126.0,1994-09-07,5.8,56.0
370.0,30000000.0,132032598.0,82.0,1994-03-18,6.492,2424.0
371.0,6000000.0,48400000.0,112.0,1994-03-18,6.577,227.0
372.0,11500000.0,33351557.0,95.0,1994-02-18,6.553,778.0
373.0,8000000.0,2500000.0,98.0,1993-05-14,6.737,382.0
374.0,40000000.0,38087756.0,95.0,1994-12-19,5.944,2373.0
376.0,45000000.0,94216343.0,107.0,1994-09-30,6.448,936.0
377.0,30000000.0,350448145.0,116.0,1994-06-09,7.146,6665.0
378.0,38000000.0,25067959.0,99.0,1994-12-16,5.927,103.0
379.0,28000000.0,128953581.0,99.0,1994-09-15,6.009,1270.0
380.0,115000000.0,378900000.0,140.0,1994-07-15,7.084,4437.0
381.0,0.0,50021959.0,126.0,1994-04-29,6.591,374.0
382.0,70000000.0,131002597.0,135.0,1994-06-17,6.128,985.0
383.0,63000000.0,25052000.0,190.0,1994-06-24,6.768,905.0
384.0,0.0,0.0,108.0,1995-01-20,4.9,69.0
385.0,0.0,934550.0,99.0,1994-12-24,6.0,19.0
386.0,0.0,0.0,96.0,1995-01-20,5.968,110.0
387.0,10000000.0,29392418.0,100.0,1994-11-23,5.598,117.0
388.0,0.0,0.0,91.0,1994-09-30,4.615,13.0
389.0,0.0,0.0,110.0,1994-09-21,6.465,71.0
390.0,45000.0,36122.0,83.0,1965-08-06,6.345,354.0
391.0,7000000.0,20851521.0,120.0,1994-05-22,6.7,55.0
393.0,35000000.0,99423521.0,102.0,1994-12-23,4.7,1589.0
405.0,30000000.0,36738574.0,94.0,1994-11-29,4.8,535.0
406.0,0.0,0.0,95.0,1995-02-24,4.4,10.0
407.0,8000000.0,8946600.0,95.0,1995-02-03,7.205,1840.0
408.0,7000000.0,19623396.0,105.0,1994-02-25,7.165,106.0
409.0,0.0,0.0,96.0,1994-03-23,6.977,214.0
410.0,47000000.0,48919043.0,94.0,1993-11-19,6.971,3249.0
412.0,34000000.0,32255440.0,135.0,1993-09-10,6.966,1186.0
413.0,15000000.0,5751882.0,92.0,1994-08-05,6.161,793.0
414.0,17000000.0,21011500.0,107.0,1994-01-07,6.159,160.0
415.0,30000000.0,30008496.0,109.0,1993-07-22,5.4,241.0
416.0,0.0,15240435.0,99.0,1994-04-22,5.4,260.0
417.0,3200000.0,0.0,100.0,1994-07-29,6.2,86.0
418.0,40000000.0,5000000.0,122.0,1994-05-06,5.1,61.0
419.0,25000000.0,57405220.0,92.0,1993-10-15,6.305,576.0
420.0,50000000.0,119208989.0,105.0,1994-05-24,5.874,2063.0
421.0,0.0,0.0,86.0,1994-07-29,6.715,344.0
422.0,11000000.0,16668552.0,106.0,1993-10-01,6.1,191.0
423.0,28000000.0,30156002.0,121.0,1994-07-01,6.211,599.0
424.0,35000000.0,26000000.0,108.0,1994-02-18,6.09,200.0
425.0,0.0,0.0,101.0,1994-09-16,6.054,148.0
426.0,13000000.0,428868.0,87.0,1993-06-09,6.145,454.0
427.0,0.0,1800000.0,107.0,1993-03-22,5.0,240.0
428.0,22000000.0,17287898.0,121.0,1993-10-01,7.867,2750.0
429.0,0.0,3662459.0,80.0,1994-01-07,5.165,109.0
430.0,13000000.0,2600000.0,90.0,1993-09-03,5.136,66.0
431.0,30000000.0,63848322.0,143.0,1993-11-10,7.826,3380.0
432.0,40000000.0,72000000.0,116.0,1994-06-10,5.292,332.0
433.0,0.0,7355425.0,107.0,1994-05-06,5.8,72.0
434.0,70000000.0,255000211.0,113.0,1993-05-28,6.518,2567.0
435.0,33000000.0,21274717.0,87.0,1993-07-23,5.47,998.0
436.0,40000000.0,19700000.0,122.0,1994-08-19,5.743,614.0
437.0,20000000.0,11391093.0,93.0,1994-04-15,5.096,125.0
438.0,0.0,0.0,102.0,1994-06-03,5.677,164.0
440.0,28000000.0,92000000.0,125.0,1993-05-07,6.645,809.0
441.0,6900000.0,8259076.0,103.0,1993-09-24,7.314,2202.0
442.0,57000000.0,159055768.0,115.0,1993-10-08,6.753,3987.0
444.0,8000000.0,0.0,92.0,1994-05-13,4.384,134.0
445.0,0.0,0.0,89.0,1993-10-29,5.4,161.0
446.0,4000000.0,6400000.0,171.0,1993-01-01,7.917,657.0
448.0,20000000.0,6995302.0,122.0,1993-10-15,6.885,330.0
449.0,1000000.0,233824.0,88.0,1994-06-03,5.898,49.0
450.0,0.0,20016254.0,103.0,1994-04-29,6.7,222.0
451.0,0.0,9709451.0,121.0,1993-11-05,6.0,99.0
452.0,0.0,0.0,101.0,1994-04-15,6.3,19.0
453.0,30000000.0,11146270.0,86.0,1993-10-01,6.2,386.0
454.0,42000000.0,270248367.0,154.0,1993-06-30,6.7,2226.0
455.0,20000000.0,153698625.0,108.0,1993-07-16,6.2,1914.0
456.0,3500000.0,8094616.0,104.0,1994-06-15,7.2,227.0
457.0,44000000.0,353808222.0,130.0,1993-08-06,7.467,4650.0
458.0,35000000.0,18635620.0,110.0,1993-12-10,6.276,282.0
459.0,0.0,30057974.0,115.0,1994-02-11,5.775,377.0
460.0,30000000.0,53769594.0,109.0,1994-06-17,5.3,214.0
461.0,15000.0,2405285.0,87.0,1994-06-10,4.961,38.0
464.0,18000000.0,74189677.0,96.0,1993-04-27,6.482,1305.0
466.0,25000000.0,133752825.0,89.0,1993-05-21,6.542,2003.0
467.0,0.0,0.0,95.0,1995-12-08,4.5,38.0
